id,author,genre,title,word,frequency,rank,log_rank,log_freq
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,deux,167,7,0.8450980400142568,2.2227164711475833
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,quelle,154,8,0.9030899869919435,2.187520720836463
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,cette,153,9,0.9542425094393249,2.184691430817599
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,si,148,10,1.0,2.1702617153949575
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,avait,147,11,1.041392685158225,2.167317334748176
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,sans,139,12,1.0791812460476249,2.143014800254095
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,dun,135,13,1.1139433523068367,2.130333768495006
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,était,131,14,1.146128035678238,2.1172712956557644
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,bien,124,15,1.1760912590556813,2.093421685162235
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,dune,123,16,1.2041199826559248,2.089905111439398
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,alors,110,17,1.2304489213782739,2.041392685158225
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,baron,108,18,1.255272505103306,2.03342375548695
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,mère,103,19,1.2787536009528289,2.012837224705172
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,rien,101,20,1.3010299956639813,2.0043213737826426
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,petite,100,21,1.3222192947339193,2.0
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,cest,97,22,1.3424226808222062,1.9867717342662448
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,point,95,23,1.3617278360175928,1.9777236052888478
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,toute,94,24,1.380211241711606,1.9731278535996986
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,quand,94,24,1.380211241711606,1.9731278535996986
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,quil,91,26,1.414973347970818,1.9590413923210936
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,fut,91,26,1.414973347970818,1.9590413923210936
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,père,88,28,1.4471580313422192,1.9444826721501687
